episode,simulated_reward,rolling_mean_reward_200
346,0.125,0.2125
347,0.25,0.2125
348,0.25,0.21375
349,0.25,0.21375
350,0.25,0.21375
351,0.125,0.213125
352,0.125,0.21375
353,0.25,0.214375
354,0.0,0.213125
355,0.25,0.21375
356,0.25,0.21375
357,0.25,0.21375
358,0.25,0.21375
359,0.25,0.21375
360,0.25,0.213125
361,0.0,0.211875
362,0.25,0.211875
363,0.25,0.211875
364,0.25,0.211875
365,0.0,0.210625
366,0.25,0.21125
367,0.25,0.21125
368,0.25,0.21125
369,0.25,0.21125
370,0.25,0.21125
371,0.375,0.211875
372,0.25,0.21
373,0.25,0.21
374,0.25,0.21125
375,0.0,0.21
376,0.25,0.21
377,0.25,0.21
378,0.25,0.210625
379,0.25,0.210625
380,0.25,0.210625
381,0.25,0.210625
382,0.0,0.21
383,0.125,0.209375
384,0.0,0.209375
385,0.25,0.209375
386,0.25,0.209375
387,0.25,0.209375
388,0.25,0.209375
389,0.25,0.209375
390,0.25,0.209375
391,0.25,0.209375
392,0.25,0.210625
393,0.375,0.21125
394,0.25,0.211875
395,0.25,0.211875
396,0.25,0.211875
397,0.25,0.21125
398,0.25,0.21125
399,0.125,0.210625
400,0.25,0.210625
401,0.0,0.209375
402,0.0,0.208125
403,0.25,0.209375
404,0.125,0.209375
405,0.125,0.20875
406,0.125,0.208125
407,0.25,0.20875
408,0.25,0.20875
409,0.25,0.21
410,0.125,0.210625
411,0.25,0.20875
412,0.0,0.2075
413,0.0,0.20625
414,0.25,0.20625
415,0.25,0.20625
416,0.25,0.20625
417,0.25,0.20625
418,0.0,0.205625
419,0.125,0.205
420,0.0,0.204375
421,0.125,0.204375
422,0.25,0.205625
423,0.25,0.205625
424,0.25,0.205625
425,0.25,0.206875
426,0.25,0.2075
427,0.25,0.2075
428,0.25,0.208125
429,0.25,0.208125
430,0.0,0.206875
431,0.25,0.206875
432,0.125,0.20625
433,0.125,0.205625
434,0.25,0.205625
435,0.0,0.205
436,0.375,0.206875
437,0.25,0.206875
438,0.25,0.206875
439,0.25,0.206875
440,0.25,0.206875
441,0.0,0.205625
442,0.0,0.204375
443,0.25,0.204375
444,0.25,0.204375
445,0.25,0.205625
446,0.25,0.205625
447,0.25,0.205625
448,0.25,0.205625
449,0.0,0.204375
450,0.0,0.203125
451,0.25,0.2025
452,0.25,0.2025
453,0.125,0.201875
454,0.25,0.201875
455,0.25,0.203125
456,0.25,0.20375
457,0.25,0.205
458,0.25,0.205625
459,0.25,0.20625
460,0.25,0.20625
461,0.0,0.205
462,0.25,0.204375
463,0.125,0.205
464,0.25,0.20625
465,0.25,0.20625
466,0.125,0.20625
467,0.25,0.2075
468,0.125,0.206875
469,0.25,0.208125
470,0.25,0.208125
471,0.25,0.208125
472,0.25,0.2075
473,0.25,0.2075
474,0.25,0.2075
475,0.25,0.2075
476,0.25,0.2075
477,0.125,0.206875
478,0.25,0.2075
479,0.25,0.2075
480,0.125,0.206875
481,0.125,0.20625
482,0.25,0.20625
483,0.25,0.20625
484,0.25,0.20625
485,0.25,0.20625
486,0.25,0.205625
487,0.25,0.205625
488,0.25,0.205625
489,0.25,0.205625
490,0.25,0.205625
491,0.125,0.205625
492,0.25,0.205625
493,0.25,0.20625
494,0.25,0.20625
495,0.0,0.205
496,0.25,0.205
497,0.25,0.205
498,0.125,0.204375
499,0.125,0.20375
500,0.25,0.20375
501,0.25,0.20375
502,0.25,0.204375
503,0.125,0.204375
504,0.25,0.205
505,0.25,0.205
506,0.25,0.205
507,0.25,0.205
508,0.25,0.20625
509,0.25,0.20625
510,0.25,0.20625
511,0.25,0.20625
512,0.0,0.205
513,0.25,0.20625
514,0.25,0.205625
515,0.125,0.205
516,0.125,0.204375
517,0.25,0.204375
518,0.25,0.204375
519,0.25,0.204375
520,0.25,0.204375
521,0.125,0.20375
522,0.25,0.20375
523,0.25,0.205
524,0.125,0.204375
525,0.25,0.204375
526,0.25,0.204375
527,0.375,0.20625
528,0.25,0.20625
529,0.25,0.20625
530,0.25,0.20625
531,0.125,0.205625
532,0.125,0.205
533,0.25,0.205
534,0.25,0.205625
535,0.25,0.205625
536,0.125,0.205625
537,0.0,0.204375
538,0.375,0.205
539,0.25,0.204375
540,0.25,0.205625
541,0.25,0.205625
542,0.5,0.206875
543,0.25,0.206875
544,0.25,0.206875
545,0.125,0.206875
546,0.25,0.2075
547,0.25,0.2075
548,0.0,0.20625
549,0.25,0.20625
550,0.25,0.20625
551,0.25,0.206875
552,0.25,0.2075
553,0.25,0.2075
554,0.25,0.20875
555,0.25,0.20875
556,0.25,0.20875
557,0.25,0.20875
558,0.375,0.209375
559,0.25,0.209375
560,0.25,0.209375
561,0.25,0.210625
562,0.0,0.209375
563,0.25,0.209375
564,0.25,0.209375
565,0.0,0.209375
566,0.25,0.209375
567,0.625,0.21125
568,0.625,0.213125
569,0.0,0.211875
570,0.625,0.21375
571,0.625,0.215
572,0.25,0.215
573,0.625,0.216875
574,0.625,0.21875
575,0.625,0.221875
576,0.625,0.22375
577,0.625,0.225625
578,0.625,0.2275
579,0.625,0.229375
580,0.625,0.23125
581,0.0,0.23
582,0.625,0.233125
583,0.625,0.235625
584,0.625,0.23875
585,0.0,0.2375
586,0.625,0.239375
587,0.625,0.24125
588,0.625,0.243125
589,0.625,0.245
590,0.125,0.244375
591,0.625,0.24625
592,0.625,0.248125
593,0.625,0.249375
594,0.625,0.25125
595,0.125,0.250625
596,0.625,0.2525
597,0.625,0.254375
598,0.625,0.25625
599,0.125,0.25625
600,0.625,0.258125
601,0.625,0.26125
602,0.125,0.261875
603,0.25,0.261875
604,0.625,0.264375
605,0.625,0.266875
606,0.125,0.266875
607,0.125,0.26625
608,0.625,0.268125
609,0.0,0.266875
610,0.625,0.269375
611,0.625,0.27125
612,0.625,0.274375
613,0.25,0.275625
614,0.125,0.275
615,0.625,0.276875
616,0.625,0.27875
617,0.625,0.280625
618,0.625,0.28375
619,0.625,0.28625
620,0.0,0.28625
621,0.625,0.28875
622,0.0,0.2875
623,0.625,0.289375
624,0.625,0.29125
625,0.125,0.290625
626,0.125,0.29
627,0.0,0.28875
628,0.625,0.290625
629,0.625,0.2925
630,0.0,0.2925
631,0.625,0.294375
632,0.625,0.296875
633,0.0,0.29625
634,0.625,0.298125
635,0.625,0.30125
636,0.625,0.3025
637,0.625,0.304375
638,0.125,0.30375
639,0.0,0.3025
640,0.0,0.30125
641,0.375,0.303125
642,0.625,0.30625
643,0.625,0.308125
644,0.125,0.3075
645,0.125,0.306875
646,0.625,0.30875
647,0.625,0.310625
648,0.625,0.3125
649,0.625,0.315625
650,0.0,0.315625
651,0.625,0.3175
652,0.625,0.319375
653,0.625,0.321875
654,0.625,0.32375
655,0.125,0.323125
656,0.625,0.325
657,0.625,0.326875
658,0.625,0.32875
659,0.625,0.330625
660,0.625,0.3325
661,0.625,0.335625
662,0.625,0.3375
663,0.625,0.34
664,0.25,0.34
665,0.0,0.33875
666,0.125,0.33875
667,0.625,0.340625
668,0.625,0.343125
669,0.625,0.345
670,0.625,0.346875
671,0.125,0.34625
672,0.625,0.348125
673,0.625,0.35
674,0.625,0.351875
675,0.625,0.35375
676,0.625,0.355625
677,0.125,0.355625
678,0.5,0.356875
679,0.625,0.35875
680,0.625,0.36125
681,0.625,0.36375
682,0.625,0.365625
683,0.625,0.3675
684,0.625,0.369375
685,0.625,0.37125
686,0.625,0.373125
687,0.625,0.375
688,0.0,0.37375
689,0.625,0.375625
690,0.125,0.375
691,0.625,0.3775
692,0.625,0.379375
693,0.625,0.38125
694,0.625,0.383125
695,0.625,0.38625
696,0.25,0.38625
697,0.625,0.388125
698,0.0,0.3875
699,0.625,0.39
700,0.625,0.391875
701,0.0,0.390625
702,0.25,0.390625
703,0.625,0.393125
704,0.625,0.395
705,0.125,0.394375
706,0.25,0.394375
707,0.625,0.39625
708,0.625,0.398125
709,0.0,0.396875
710,0.625,0.39875
711,0.375,0.399375
712,0.625,0.4025
713,0.625,0.404375
714,0.125,0.40375
715,0.625,0.40625
716,0.625,0.40875
717,0.5,0.41
718,0.0,0.40875
719,0.0,0.4075
720,0.0,0.40625
721,0.625,0.40875
722,0.0,0.4075
723,0.625,0.409375
724,0.625,0.411875
725,0.625,0.41375
726,0.0,0.4125
727,0.625,0.41375
728,0.125,0.413125
729,0.625,0.415
730,0.25,0.415
731,0.125,0.415
732,0.625,0.4175
733,0.625,0.419375
734,0.25,0.419375
735,0.625,0.42125
736,0.375,0.4225
737,0.625,0.425625
738,0.625,0.426875
739,0.125,0.42625
740,0.625,0.428125
741,0.125,0.4275
742,0.625,0.428125
743,0.625,0.43
744,0.625,0.431875
745,0.625,0.434375
746,0.625,0.43625
747,0.0,0.435
748,0.125,0.435625
749,0.625,0.4375
750,0.625,0.439375
751,0.625,0.44125
752,0.625,0.443125
753,0.625,0.445
754,0.625,0.446875
755,0.625,0.44875
756,0.625,0.450625
757,0.625,0.4525
758,0.625,0.45375
759,0.625,0.455625
760,0.625,0.4575
761,0.625,0.459375
762,0.0,0.459375
763,0.625,0.46125
764,0.625,0.463125
765,0.0,0.463125
766,0.125,0.4625
767,0.125,0.46
768,0.625,0.46
769,0.625,0.463125
770,0.625,0.463125
771,0.25,0.46125
772,0.0,0.46
773,0.625,0.46
774,0.375,0.45875
775,0.625,0.45875
776,0.125,0.45625
777,0.625,0.45625
778,0.625,0.45625
779,0.625,0.45625
780,0.25,0.454375
781,0.625,0.4575
782,0.0,0.454375
783,0.375,0.453125
784,0.0,0.45
785,0.625,0.453125
786,0.625,0.453125
787,0.625,0.453125
788,0.0,0.45
789,0.625,0.45
790,0.625,0.4525
791,0.375,0.45125
792,0.625,0.45125
793,0.625,0.45125
794,0.625,0.45125
795,0.625,0.45375
796,0.625,0.45375
797,0.625,0.45375
798,0.25,0.451875
799,0.625,0.454375
800,0.625,0.454375
801,0.625,0.454375
802,0.625,0.456875
803,0.625,0.45875
804,0.625,0.45875
805,0.125,0.45625
806,0.625,0.45875
807,0.625,0.46125
808,0.625,0.46125
809,0.625,0.464375
810,0.625,0.464375
811,0.0,0.46125
812,0.5,0.460625
813,0.625,0.4625
814,0.125,0.4625
815,0.375,0.46125
816,0.125,0.45875
817,0.625,0.45875
818,0.125,0.45625
819,0.625,0.45625
820,0.625,0.459375
821,0.625,0.459375
822,0.125,0.46
823,0.625,0.46
824,0.0,0.456875
825,0.625,0.459375
826,0.625,0.461875
827,0.625,0.465
828,0.25,0.463125
829,0.625,0.463125
830,0.625,0.46625
831,0.625,0.46625
832,0.625,0.46625
833,0.625,0.469375
834,0.0,0.46625
835,0.625,0.46625
836,0.0,0.463125
837,0.625,0.463125
838,0.625,0.465625
839,0.625,0.46875
840,0.625,0.471875
841,0.625,0.473125
842,0.625,0.473125
843,0.625,0.473125
844,0.625,0.475625
845,0.625,0.478125
846,0.125,0.475625
847,0.625,0.475625
848,0.625,0.475625
849,0.125,0.473125
850,0.625,0.47625
851,0.0,0.473125
852,0.625,0.473125
853,0.625,0.473125
854,0.625,0.473125
855,0.625,0.475625
856,0.625,0.475625
857,0.625,0.475625
858,0.625,0.475625
859,0.625,0.475625
860,0.625,0.475625
861,0.625,0.475625
862,0.125,0.473125
863,0.625,0.473125
864,0.625,0.475
865,0.25,0.47625
866,0.375,0.4775
867,0.625,0.4775
868,0.125,0.475
869,0.625,0.475
870,0.25,0.473125
871,0.125,0.473125
872,0.625,0.473125
873,0.125,0.470625
874,0.625,0.470625
875,0.625,0.470625
876,0.625,0.470625
877,0.625,0.473125
878,0.625,0.47375
879,0.625,0.47375
880,0.125,0.47125
881,0.625,0.47125
882,0.25,0.469375
883,0.625,0.469375
884,0.625,0.469375
885,0.625,0.469375
886,0.625,0.469375
887,0.625,0.469375
888,0.625,0.4725
889,0.375,0.47125
890,0.125,0.47125
891,0.625,0.47125
892,0.625,0.47125
893,0.25,0.469375
894,0.625,0.469375
895,0.625,0.469375
896,0.625,0.47125
897,0.125,0.46875
898,0.125,0.469375
899,0.125,0.466875
900,0.625,0.466875
901,0.625,0.47
902,0.625,0.471875
903,0.625,0.471875
904,0.625,0.471875
905,0.5,0.47375
906,0.625,0.475625
907,0.625,0.475625
908,0.625,0.475625
909,0.625,0.47875
910,0.125,0.47625
911,0.625,0.4775
912,0.625,0.4775
913,0.125,0.475
914,0.625,0.4775
915,0.625,0.4775
916,0.625,0.4775
917,0.125,0.475625
918,0.625,0.47875
919,0.625,0.481875
920,0.125,0.4825
921,0.625,0.4825
922,0.0,0.4825
923,0.625,0.4825
924,0.625,0.4825
925,0.625,0.4825
926,0.625,0.485625
927,0.375,0.484375
928,0.625,0.486875
929,0.625,0.486875
930,0.625,0.48875
931,0.625,0.49125
932,0.125,0.48875
933,0.625,0.48875
934,0.25,0.48875
935,0.0,0.485625
936,0.625,0.486875
937,0.625,0.486875
938,0.375,0.485625
939,0.0,0.485
940,0.625,0.485
941,0.0,0.484375
942,0.25,0.4825
943,0.375,0.48125
944,0.125,0.47875
945,0.625,0.47875
946,0.0,0.475625
947,0.25,0.476875
948,0.625,0.479375
949,0.625,0.479375
950,0.625,0.479375
951,0.625,0.479375
952,0.625,0.479375
953,0.625,0.479375
954,0.625,0.479375
955,0.625,0.479375
956,0.625,0.479375
957,0.0,0.47625
958,0.375,0.475
959,0.625,0.475
960,0.625,0.475
961,0.625,0.475
962,0.5,0.4775
963,0.125,0.475
964,0.25,0.473125
965,0.625,0.47625
966,0.625,0.47875
967,0.625,0.48125
968,0.625,0.48125
969,0.625,0.48125
970,0.625,0.48125
971,0.0,0.48
972,0.625,0.483125
973,0.625,0.483125
974,0.625,0.484375
975,0.625,0.484375
976,0.625,0.486875
977,0.125,0.484375
978,0.125,0.481875
979,0.625,0.481875
980,0.625,0.48375
981,0.625,0.48375
982,0.0,0.48375
983,0.625,0.485
984,0.625,0.488125
985,0.625,0.488125
986,0.625,0.488125
987,0.125,0.485625
988,0.0,0.485625
989,0.25,0.48375
990,0.625,0.48375
991,0.125,0.4825
992,0.625,0.4825
993,0.625,0.4825
994,0.625,0.4825
995,0.625,0.4825
996,0.625,0.4825
997,0.625,0.4825
998,0.625,0.484375
999,0.125,0.481875
1000,0.25,0.48
1001,0.625,0.48
1002,0.625,0.48
1003,0.0,0.476875
1004,0.625,0.476875
1005,0.625,0.479375
1006,0.625,0.479375
1007,0.625,0.479375
1008,0.625,0.479375
1009,0.625,0.479375
1010,0.625,0.479375
1011,0.625,0.4825
1012,0.625,0.483125
1013,0.625,0.483125
1014,0.625,0.485625
1015,0.625,0.486875
1016,0.625,0.489375
1017,0.25,0.4875
1018,0.0,0.486875
1019,0.625,0.486875
1020,0.375,0.485625
1021,0.625,0.485625
1022,0.625,0.488125
1023,0.625,0.488125
1024,0.25,0.489375
1025,0.125,0.486875
1026,0.125,0.484375
1027,0.625,0.484375
1028,0.625,0.48625
1029,0.625,0.48625
1030,0.125,0.48375
1031,0.0,0.480625
1032,0.0,0.4775
1033,0.0,0.474375
1034,0.625,0.4775
1035,0.625,0.4775
1036,0.625,0.480625
1037,0.125,0.478125
1038,0.625,0.478125
1039,0.625,0.478125
1040,0.0,0.475
1041,0.625,0.475
1042,0.625,0.475
1043,0.625,0.475
1044,0.625,0.475
1045,0.625,0.475
1046,0.625,0.4775
1047,0.5,0.476875
1048,0.625,0.476875
1049,0.125,0.476875
1050,0.625,0.476875
1051,0.625,0.48
1052,0.625,0.48
1053,0.625,0.48
1054,0.125,0.4775
1055,0.625,0.4775
1056,0.625,0.4775
1057,0.625,0.4775
1058,0.625,0.4775
1059,0.625,0.4775
1060,0.25,0.475625
1061,0.625,0.475625
1062,0.125,0.475625
1063,0.625,0.475625
1064,0.625,0.475625
1065,0.625,0.4775
1066,0.625,0.47875
1067,0.625,0.47875
1068,0.625,0.48125
1069,0.625,0.48125
1070,0.625,0.483125
1071,0.625,0.485625
1072,0.625,0.485625
1073,0.625,0.488125
1074,0.625,0.488125
1075,0.625,0.488125
1076,0.0,0.485
1077,0.125,0.4825
1078,0.625,0.4825
1079,0.625,0.4825
1080,0.625,0.485
1081,0.625,0.485
1082,0.625,0.486875
1083,0.625,0.486875
1084,0.625,0.486875
1085,0.125,0.484375
1086,0.625,0.484375
1087,0.625,0.484375
1088,0.625,0.484375
1089,0.5,0.485
1090,0.0,0.484375
1091,0.625,0.484375
1092,0.625,0.484375
1093,0.0,0.483125
1094,0.625,0.483125
1095,0.625,0.483125
1096,0.625,0.483125
1097,0.625,0.485625
1098,0.625,0.488125
1099,0.0,0.4875
1100,0.625,0.4875
1101,0.625,0.4875
1102,0.625,0.4875
1103,0.625,0.4875
1104,0.625,0.4875
1105,0.625,0.488125
1106,0.625,0.488125
1107,0.125,0.485625
1108,0.625,0.485625
1109,0.625,0.485625
1110,0.625,0.488125
1111,0.25,0.48625
1112,0.625,0.48625
1113,0.125,0.48625
1114,0.25,0.484375
1115,0.125,0.481875
1116,0.625,0.481875
1117,0.0,0.48125
1118,0.625,0.48125
1119,0.0,0.478125
1120,0.125,0.478125
1121,0.625,0.478125
1122,0.625,0.48125
1123,0.25,0.479375
1124,0.625,0.479375
1125,0.625,0.479375
1126,0.125,0.476875
1127,0.625,0.478125
1128,0.625,0.478125
1129,0.0,0.475
1130,0.625,0.475
1131,0.625,0.475
1132,0.375,0.47625
1133,0.625,0.47625
1134,0.25,0.47625
1135,0.625,0.479375
1136,0.125,0.476875
1137,0.125,0.474375
1138,0.625,0.475625
1139,0.375,0.4775
1140,0.25,0.475625
1141,0.125,0.47625
1142,0.625,0.478125
1143,0.625,0.479375
1144,0.0,0.47875
1145,0.625,0.47875
1146,0.625,0.481875
1147,0.25,0.481875
1148,0.625,0.481875
1149,0.625,0.481875
1150,0.625,0.481875
1151,0.0,0.47875
1152,0.625,0.47875
1153,0.125,0.47625
1154,0.625,0.47625
1155,0.0,0.473125
1156,0.0,0.47
1157,0.625,0.473125
1158,0.125,0.471875
1159,0.625,0.471875
1160,0.625,0.471875
1161,0.625,0.471875
1162,0.0,0.469375
1163,0.625,0.471875
1164,0.0,0.470625
1165,0.625,0.470625
1166,0.625,0.470625
1167,0.625,0.470625
1168,0.625,0.470625
1169,0.625,0.470625
1170,0.0,0.4675
1171,0.0,0.4675
1172,0.625,0.4675
1173,0.625,0.4675
1174,0.125,0.465
1175,0.625,0.465
1176,0.25,0.463125
1177,0.625,0.465625
1178,0.625,0.468125
1179,0.625,0.468125
1180,0.125,0.465625
1181,0.625,0.465625
1182,0.25,0.466875
1183,0.625,0.466875
1184,0.625,0.466875
1185,0.625,0.466875
1186,0.0,0.46375
1187,0.125,0.46375
1188,0.0,0.46375
1189,0.0,0.4625
1190,0.625,0.4625
1191,0.125,0.4625
1192,0.625,0.4625
1193,0.625,0.4625
1194,0.625,0.4625
1195,0.625,0.4625
1196,0.625,0.4625
1197,0.625,0.4625
1198,0.625,0.4625
1199,0.625,0.465
1200,0.625,0.466875
1201,0.125,0.464375
1202,0.625,0.464375
1203,0.625,0.4675
1204,0.625,0.4675
1205,0.625,0.4675
1206,0.625,0.4675
1207,0.625,0.4675
1208,0.625,0.4675
1209,0.625,0.4675
1210,0.625,0.4675
1211,0.625,0.4675
1212,0.625,0.4675
1213,0.625,0.4675
1214,0.625,0.4675
1215,0.625,0.4675
1216,0.25,0.465625
1217,0.625,0.4675
1218,0.625,0.470625
1219,0.625,0.470625
1220,0.625,0.471875
1221,0.625,0.471875
1222,0.625,0.471875
1223,0.0,0.46875
1224,0.625,0.470625
1225,0.625,0.473125
1226,0.25,0.47375
1227,0.625,0.47375
1228,0.625,0.47375
1229,0.625,0.47375
1230,0.625,0.47625
1231,0.25,0.4775
1232,0.375,0.479375
1233,0.625,0.4825
1234,0.125,0.48
1235,0.625,0.48
1236,0.625,0.48
1237,0.125,0.48
1238,0.625,0.48
1239,0.625,0.48
1240,0.625,0.483125
1241,0.625,0.483125
1242,0.625,0.483125
1243,0.0,0.48
1244,0.125,0.4775
1245,0.625,0.4775
1246,0.625,0.4775
1247,0.625,0.478125
1248,0.0,0.475
1249,0.0,0.474375
1250,0.625,0.474375
1251,0.0,0.47125
1252,0.625,0.47125
1253,0.0,0.468125
1254,0.625,0.470625
1255,0.625,0.470625
1256,0.625,0.470625
1257,0.625,0.470625
1258,0.625,0.470625
1259,0.25,0.46875
1260,0.625,0.470625
1261,0.25,0.46875
1262,0.625,0.47125
1263,0.625,0.47125
1264,0.625,0.47125
1265,0.625,0.47125
1266,0.625,0.47125
1267,0.625,0.47125
1268,0.625,0.47125
1269,0.0,0.468125
1270,0.0,0.465
1271,0.125,0.4625
1272,0.0,0.459375
1273,0.625,0.459375
1274,0.625,0.459375
1275,0.625,0.459375
1276,0.125,0.46
1277,0.625,0.4625
1278,0.625,0.4625
1279,0.625,0.4625
1280,0.625,0.4625
1281,0.625,0.4625
1282,0.625,0.4625
1283,0.625,0.4625
1284,0.625,0.4625
1285,0.125,0.4625
1286,0.625,0.4625
1287,0.0,0.459375
1288,0.625,0.459375
1289,0.625,0.46
1290,0.625,0.463125
1291,0.625,0.463125
1292,0.625,0.463125
1293,0.625,0.46625
1294,0.625,0.46625
1295,0.625,0.46625
1296,0.0,0.463125
1297,0.625,0.463125
1298,0.625,0.463125
1299,0.625,0.46625
1300,0.625,0.46625
1301,0.0,0.463125
1302,0.625,0.463125
1303,0.625,0.463125
1304,0.625,0.463125
1305,0.625,0.463125
1306,0.625,0.463125
1307,0.625,0.465625
1308,0.625,0.465625
1309,0.625,0.465625
1310,0.625,0.465625
1311,0.625,0.4675
1312,0.625,0.4675
1313,0.625,0.47
1314,0.25,0.47
1315,0.625,0.4725
1316,0.0,0.469375
1317,0.625,0.4725
1318,0.125,0.47
1319,0.625,0.473125
1320,0.5,0.475
1321,0.625,0.475
1322,0.125,0.4725
1323,0.625,0.474375
1324,0.625,0.474375
1325,0.625,0.474375
1326,0.25,0.475
1327,0.625,0.475
1328,0.625,0.475
1329,0.625,0.478125
1330,0.625,0.478125
1331,0.625,0.478125
1332,0.125,0.476875
1333,0.625,0.476875
1334,0.125,0.47625
1335,0.625,0.47625
1336,0.125,0.47625
1337,0.0,0.475625
1338,0.625,0.475625
1339,0.625,0.476875
1340,0.0,0.475625
1341,0.625,0.478125
1342,0.25,0.47625
1343,0.0,0.473125
1344,0.625,0.47625
1345,0.625,0.47625
1346,0.625,0.47625
1347,0.625,0.478125
1348,0.0,0.475
1349,0.625,0.475
1350,0.625,0.475
1351,0.625,0.478125
1352,0.625,0.478125
1353,0.125,0.478125
1354,0.625,0.478125
1355,0.625,0.48125
1356,0.625,0.484375
1357,0.625,0.484375
1358,0.625,0.486875
1359,0.625,0.486875
1360,0.0,0.48375
1361,0.625,0.48375
1362,0.625,0.486875
1363,0.625,0.486875
1364,0.625,0.49
1365,0.625,0.49
1366,0.625,0.49
1367,0.625,0.49
1368,0.625,0.49
1369,0.625,0.49
1370,0.625,0.493125
1371,0.625,0.49625
1372,0.0,0.493125
1373,0.625,0.493125
1374,0.625,0.495625
1375,0.0,0.4925
1376,0.625,0.494375
1377,0.625,0.494375
1378,0.625,0.494375
1379,0.25,0.4925
1380,0.625,0.495
1381,0.625,0.495
1382,0.625,0.496875
1383,0.625,0.496875
1384,0.625,0.496875
1385,0.625,0.496875
1386,0.625,0.5
1387,0.0,0.499375
1388,0.625,0.5025
1389,0.0,0.5025
1390,0.0,0.499375
1391,0.625,0.501875
1392,0.625,0.501875
1393,0.125,0.499375
1394,0.625,0.499375
1395,0.25,0.4975
1396,0.625,0.4975
1397,0.0,0.494375
1398,0.625,0.494375
1399,0.625,0.494375
1400,0.625,0.494375
1401,0.625,0.496875
1402,0.625,0.496875
1403,0.625,0.496875
1404,0.625,0.496875
1405,0.625,0.496875
1406,0.625,0.496875
1407,0.625,0.496875
1408,0.625,0.496875
1409,0.625,0.496875
1410,0.0,0.49375
1411,0.625,0.49375
1412,0.625,0.49375
1413,0.625,0.49375
1414,0.125,0.49125
1415,0.625,0.49125
1416,0.625,0.493125
1417,0.625,0.493125
1418,0.0,0.49
1419,0.625,0.49
1420,0.625,0.49
1421,0.625,0.49
1422,0.625,0.49
1423,0.625,0.493125
1424,0.625,0.493125
1425,0.625,0.493125
1426,0.625,0.495
1427,0.625,0.495
1428,0.125,0.4925
1429,0.625,0.4925
1430,0.625,0.4925
1431,0.625,0.494375
1432,0.625,0.495625
1433,0.625,0.495625
1434,0.625,0.498125
1435,0.625,0.498125
1436,0.5,0.4975
1437,0.125,0.4975
1438,0.625,0.4975
1439,0.625,0.4975
1440,0.625,0.4975
1441,0.625,0.4975
1442,0.625,0.4975
1443,0.0,0.4975
1444,0.625,0.5
1445,0.625,0.5
1446,0.625,0.5
1447,0.625,0.5
1448,0.625,0.503125
1449,0.125,0.50375
1450,0.125,0.50125
1451,0.125,0.501875
1452,0.0,0.49875
1453,0.625,0.501875
1454,0.625,0.501875
1455,0.0,0.49875
1456,0.625,0.49875
1457,0.625,0.49875
1458,0.625,0.49875
1459,0.625,0.500625
1460,0.625,0.500625
1461,0.625,0.5025
1462,0.0,0.499375
1463,0.625,0.499375
1464,0.625,0.499375
1465,0.625,0.499375
1466,0.625,0.499375
1467,0.625,0.499375
1468,0.625,0.499375
1469,0.125,0.5
1470,0.625,0.503125
1471,0.125,0.503125
1472,0.125,0.50375
1473,0.625,0.50375
1474,0.125,0.50125
1475,0.625,0.50125
1476,0.125,0.50125
1477,0.625,0.50125
1478,0.0,0.498125
1479,0.625,0.498125
1480,0.625,0.498125
1481,0.625,0.498125
1482,0.625,0.498125
1483,0.625,0.498125
1484,0.625,0.498125
1485,0.625,0.500625
1486,0.625,0.500625
1487,0.5,0.503125
1488,0.0,0.5
1489,0.625,0.5
1490,0.625,0.5
1491,0.625,0.5
1492,0.625,0.5
1493,0.125,0.4975
1494,0.125,0.495
1495,0.125,0.4925
1496,0.625,0.495625
1497,0.625,0.495625
1498,0.625,0.495625
1499,0.25,0.49375
1500,0.125,0.49125
1501,0.625,0.494375
1502,0.125,0.491875
1503,0.0,0.48875
1504,0.625,0.48875
1505,0.625,0.48875
1506,0.625,0.48875
1507,0.375,0.4875
1508,0.625,0.4875
1509,0.625,0.4875
1510,0.625,0.4875
1511,0.625,0.4875
1512,0.0,0.484375
1513,0.625,0.484375
1514,0.0,0.483125
1515,0.625,0.483125
1516,0.625,0.48625
1517,0.0,0.483125
1518,0.625,0.485625
1519,0.625,0.485625
1520,0.125,0.48375
1521,0.625,0.48375
1522,0.625,0.48625
1523,0.625,0.48625
1524,0.625,0.48625
1525,0.625,0.48625
1526,0.625,0.488125
1527,0.625,0.488125
1528,0.625,0.488125
1529,0.625,0.488125
1530,0.25,0.48625
1531,0.625,0.48625
1532,0.625,0.48875
1533,0.625,0.48875
1534,0.0,0.488125
1535,0.0,0.485
1536,0.625,0.4875
1537,0.625,0.490625
1538,0.625,0.490625
1539,0.625,0.490625
1540,0.625,0.49375
1541,0.125,0.49125
1542,0.625,0.493125
1543,0.625,0.49625
1544,0.625,0.49625
1545,0.625,0.49625
1546,0.625,0.49625
1547,0.25,0.494375
1548,0.625,0.4975
1549,0.625,0.4975
1550,0.0,0.494375
1551,0.625,0.494375
1552,0.625,0.494375
1553,0.125,0.494375
1554,0.625,0.494375
1555,0.625,0.494375
1556,0.625,0.494375
1557,0.625,0.494375
1558,0.625,0.494375
1559,0.625,0.494375
1560,0.625,0.4975
1561,0.625,0.4975
1562,0.625,0.4975
1563,0.625,0.4975
1564,0.625,0.4975
1565,0.625,0.4975
1566,0.0,0.494375
1567,0.625,0.494375
1568,0.625,0.494375
1569,0.625,0.494375
1570,0.625,0.494375
1571,0.625,0.494375
1572,0.625,0.4975
1573,0.625,0.4975
1574,0.625,0.4975
1575,0.625,0.500625
1576,0.375,0.499375
